"sampleid","investigation","sample_type","disease_type","platform","experimental_strategy","data_submitting_center_label"
"s17178","TCGA-OV","Recurrent Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17174","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17183","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17176","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17202","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17192","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17167","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s17189","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17190","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17175","TCGA-OV","Recurrent Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s17180","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","ABI SOLiD","WGS","Baylor College of Medicine"
"s17194","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17171","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17168","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17165","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s17191","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","ABI SOLiD","WGS","Baylor College of Medicine"
"s17173","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17188","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17201","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17177","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17169","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17187","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17164","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina GA","WGS","Broad Institute of MIT and Harvard"
"s17184","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17186","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17199","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","ABI SOLiD","WGS","Baylor College of Medicine"
"s17181","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17179","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17198","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17193","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","ABI SOLiD","WGS","Baylor College of Medicine"
"s17200","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17166","TCGA-OV","Blood Derived Normal","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s17195","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","ABI SOLiD","WGS","Baylor College of Medicine"
"s17384","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17392","TCGA-OV","Recurrent Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17357","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17360","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17388","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17394","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17376","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17367","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17400","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17373","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17391","TCGA-OV","Recurrent Tumor","Ovarian Serous Cystadenocarcinoma","ABI SOLiD","WGS","Baylor College of Medicine"
"s17368","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17359","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17397","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17358","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17387","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17365","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17379","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17354","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17386","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17362","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17395","TCGA-OV","Blood Derived Normal","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s17401","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17348","TCGA-OV","Blood Derived Normal","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s17366","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17377","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17361","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17383","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17385","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17382","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17375","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17355","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17390","TCGA-OV","Blood Derived Normal","Ovarian Serous Cystadenocarcinoma","ABI SOLiD","WGS","Baylor College of Medicine"
"s17378","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17389","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s17371","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17372","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17369","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17404","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17350","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s17352","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17364","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17403","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17381","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17363","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17353","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17402","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17380","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17356","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17398","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17349","TCGA-OV","Blood Derived Normal","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s17396","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17399","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17370","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17374","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17393","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","RNA-Seq","Canada's Michael Smith Genome Sciences Centre"
"s17351","TCGA-OV","Primary Tumor","Ovarian Serous Cystadenocarcinoma","Illumina HiSeq","WGS","Broad Institute of MIT and Harvard"
"s16790","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s16818","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16804","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16846","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16788","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s16825","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16806","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16773","TCGA-LIHC","Blood Derived Normal","Liver Hepatocellular Carcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s16785","TCGA-LIHC","Solid Tissue Normal","Liver Hepatocellular Carcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s16791","TCGA-LIHC","Blood Derived Normal","Liver Hepatocellular Carcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s16841","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16779","TCGA-LIHC","Solid Tissue Normal","Liver Hepatocellular Carcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s16774","TCGA-LIHC","Solid Tissue Normal","Liver Hepatocellular Carcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s16840","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16826","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16811","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16815","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16776","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s16795","TCGA-LIHC","Solid Tissue Normal","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16830","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16798","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16796","TCGA-LIHC","Solid Tissue Normal","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16834","TCGA-LIHC","Recurrent Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16836","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16837","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16844","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16835","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16783","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s16821","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16797","TCGA-LIHC","Solid Tissue Normal","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16778","TCGA-LIHC","Solid Tissue Normal","Liver Hepatocellular Carcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s16812","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16813","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16809","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16823","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16789","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s16827","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16838","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16845","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16822","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16780","TCGA-LIHC","Solid Tissue Normal","Liver Hepatocellular Carcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s16805","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16777","TCGA-LIHC","Solid Tissue Normal","Liver Hepatocellular Carcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s16816","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16781","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s16800","TCGA-LIHC","Solid Tissue Normal","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16829","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16828","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16810","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16786","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","WGS","Baylor College of Medicine"
"s16801","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16843","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16807","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16803","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
"s16819","TCGA-LIHC","Primary Tumor","Liver Hepatocellular Carcinoma","Illumina HiSeq","RNA-Seq","University of North Carolina"
